"created_at","user_id","screen_name","status_id","full_text"
"Mon Jan 09 02:16:46 +0000 2023","935526760023777280","BrunoHMioto","1612272137040977920","According to @ben_bot_baldwin,
Houston Texans had a 0,6% chance of converting 4&amp;12 (20%), 4&amp;20 (7%) and 2PAT (43%) all in this game!

#nflverse https://t.co/aorBaneboB"
"Thu Jan 12 16:13:30 +0000 2023","935526760023777280","BrunoHMioto","1613569869881950213","Here's the final 2022 NFL Regular season Time to Throw for each QB!

What's more impressive?
- Brady recorded the fastest time of his career this season! (W8 - 2.00s - #8 since 2016) 
- P.J.Walker recorder the fastest time overall since 2016! (W6 - 1.82s - #1)

#nflverse #ggplot2 https://t.co/ARcnshK67T"
"Sun Jan 15 16:44:49 +0000 2023","935526760023777280","BrunoHMioto","1614664917163859968","Trevor Lawrence had the worst 1st half of his career yesterday... But after a brilliant 2nd half by the Jaguars, he's now going to play on Divisional Round!

#nflverse #RStats #DUUUVAL https://t.co/lAP4DbAPK6"
"Mon Jan 16 20:59:03 +0000 2023","935526760023777280","BrunoHMioto","1615091283273613312","Daniel Jones is having a great season with Brian Daboll! 4 of his 5 best games happened this season (including WC game)!

#nflverse #RStats #TogetherBlue https://t.co/CKeNjOq3bn"
"Wed Jan 11 11:22:28 +0000 2023","1551486635367288832","cover2figuRes","1613134240283234305","NFL TEAM SEASON RECAP 🧵: 𝗡𝗘, 𝗡𝗬𝗝, 𝗖𝗟𝗘, 𝗣𝗜𝗧

Carrying over my season summaries to the NFL for those teams now on holidays 🌴☀️. Starting with the AFC East/North and will post others over the coming days.

#nflverse

𝗡𝗘:

1/ https://t.co/7ljN7sAzdf"
"Thu Jan 12 18:04:06 +0000 2023","1551486635367288832","cover2figuRes","1613597702226608128","NFL TEAM SEASON RECAP 🧵: 𝗛𝗢𝗨, 𝗜𝗡𝗗, 𝗧𝗘𝗡, 𝗗𝗘𝗡, 𝗟𝗩

Today is AFC South/West, so likely some ugly reading for these teams. 🙈

#nflverse

𝗛𝗢𝗨:

1/ https://t.co/HsAUFSipIw"
"Sun Jan 08 05:51:51 +0000 2023","1584640626892627973","sergiofidanli","1611963877000089601","Day 75: Used a #SQL query to get the biggest blowouts by season from 1999-2022, data courtesy of #nflverse

Unsurprisingly, home teams are responsible for the biggest blowouts

The largest one in the last 23 yrs was in 2009 when the Pats beat the Titans 59-0

#100DaysOfCode https://t.co/8dkFWj8xDN"
"Sun Jan 08 22:21:21 +0000 2023","2836111214","LeeSharpeNFL","1612212889972088832","Obviously the AFC matchups are now known:

(7) MIA @ (2) BUF
(6) BAL @ (3) CIN
(5) LAC @ (4) JAX

(1) KC (bye)

I'm not going to put the games on https://t.co/cLipOV1bnf or in the #nflverse games data until we have all the games and know the scheduled dates/times."
"Mon Jan 09 17:29:54 +0000 2023","3067061292","josephjefe","1612501933352443905","KC locked up a 1 seed with their dominating win over the LV. Here's the pillboxes for KC offense. KC starters needed to come out a couple drives before they did. Is Andy trying to make playoff opponents forget about JuJu? Toney's killing it in a limited role. 

#nflverse #rstats https://t.co/YsZRSx1YjE"
"Mon Jan 09 17:29:55 +0000 2023","3067061292","josephjefe","1612501939992023050","KC defense. Ummm...where's Josh Williams? Did he miss the game? Harris took his traditional 3rd drive of the game from Gay. DL Williams still getting solid run. Oddly, Chenal didn't get any snaps in garbage time. I know passing downs aren't his role, but still.

#nflverse #rstats https://t.co/SxuoFouOk1"
"Mon Jan 09 17:29:57 +0000 2023","3067061292","josephjefe","1612501946690330626","Here's LV's charts, for the absolute degenerates who need to see them. Lotta runs early. Lotta passes late. Nate Hobbs either got injured or was replaced. It's not like they've got good DB's, so probs an injury. Hope he's alright. I didn't get to see the game. 

#nflverse #rstats https://t.co/fLfhFXJOlV"
"Tue Jan 10 22:32:33 +0000 2023","40782542","reinhardNFL","1612940483889889280","The first 18 picks in the draft are now set.

Here is how the draft order would have changed if each team would have flipped their Week 18 result.

Simulation: @nflseedR #nflverse https://t.co/xTrlfYMtRh"
"Sat Jan 14 18:16:25 +0000 2023","433649803","acealeam","1614325578487795713","FG % Over Expected vs Average FG Distance
#nflverse https://t.co/8r1bZQ9TOL"
"Mon Jan 09 02:16:46 +0000 2023","935526760023777280","BrunoHMioto","1612272137040977920","According to @ben_bot_baldwin,
Houston Texans had a 0,6% chance of converting 4&amp;12 (20%), 4&amp;20 (7%) and 2PAT (43%) all in this game!

#nflverse https://t.co/aorBaneboB"
"Thu Jan 12 16:13:30 +0000 2023","935526760023777280","BrunoHMioto","1613569869881950213","Here's the final 2022 NFL Regular season Time to Throw for each QB!

What's more impressive?
- Brady recorded the fastest time of his career this season! (W8 - 2.00s - #8 since 2016) 
- P.J.Walker recorder the fastest time overall since 2016! (W6 - 1.82s - #1)

#nflverse #ggplot2 https://t.co/ARcnshK67T"
"Sun Jan 15 16:44:49 +0000 2023","935526760023777280","BrunoHMioto","1614664917163859968","Trevor Lawrence had the worst 1st half of his career yesterday... But after a brilliant 2nd half by the Jaguars, he's now going to play on Divisional Round!

#nflverse #RStats #DUUUVAL https://t.co/lAP4DbAPK6"
"Mon Jan 16 20:59:03 +0000 2023","935526760023777280","BrunoHMioto","1615091283273613312","Daniel Jones is having a great season with Brian Daboll! 4 of his 5 best games happened this season (including WC game)!

#nflverse #RStats #TogetherBlue https://t.co/CKeNjOq3bn"
"Wed Jan 11 11:22:28 +0000 2023","1551486635367288832","cover2figuRes","1613134240283234305","NFL TEAM SEASON RECAP 🧵: 𝗡𝗘, 𝗡𝗬𝗝, 𝗖𝗟𝗘, 𝗣𝗜𝗧

Carrying over my season summaries to the NFL for those teams now on holidays 🌴☀️. Starting with the AFC East/North and will post others over the coming days.

#nflverse

𝗡𝗘:

1/ https://t.co/7ljN7sAzdf"
"Thu Jan 12 18:04:06 +0000 2023","1551486635367288832","cover2figuRes","1613597702226608128","NFL TEAM SEASON RECAP 🧵: 𝗛𝗢𝗨, 𝗜𝗡𝗗, 𝗧𝗘𝗡, 𝗗𝗘𝗡, 𝗟𝗩

Today is AFC South/West, so likely some ugly reading for these teams. 🙈

#nflverse

𝗛𝗢𝗨:

1/ https://t.co/HsAUFSipIw"
"Sun Jan 08 05:51:51 +0000 2023","1584640626892627973","sergiofidanli","1611963877000089601","Day 75: Used a #SQL query to get the biggest blowouts by season from 1999-2022, data courtesy of #nflverse

Unsurprisingly, home teams are responsible for the biggest blowouts

The largest one in the last 23 yrs was in 2009 when the Pats beat the Titans 59-0

#100DaysOfCode https://t.co/8dkFWj8xDN"
"Sun Jan 08 22:21:21 +0000 2023","2836111214","LeeSharpeNFL","1612212889972088832","Obviously the AFC matchups are now known:

(7) MIA @ (2) BUF
(6) BAL @ (3) CIN
(5) LAC @ (4) JAX

(1) KC (bye)

I'm not going to put the games on https://t.co/cLipOV1bnf or in the #nflverse games data until we have all the games and know the scheduled dates/times."
"Mon Jan 09 17:29:54 +0000 2023","3067061292","josephjefe","1612501933352443905","KC locked up a 1 seed with their dominating win over the LV. Here's the pillboxes for KC offense. KC starters needed to come out a couple drives before they did. Is Andy trying to make playoff opponents forget about JuJu? Toney's killing it in a limited role. 

#nflverse #rstats https://t.co/YsZRSx1YjE"
"Mon Jan 09 17:29:55 +0000 2023","3067061292","josephjefe","1612501939992023050","KC defense. Ummm...where's Josh Williams? Did he miss the game? Harris took his traditional 3rd drive of the game from Gay. DL Williams still getting solid run. Oddly, Chenal didn't get any snaps in garbage time. I know passing downs aren't his role, but still.

#nflverse #rstats https://t.co/SxuoFouOk1"
"Mon Jan 09 17:29:57 +0000 2023","3067061292","josephjefe","1612501946690330626","Here's LV's charts, for the absolute degenerates who need to see them. Lotta runs early. Lotta passes late. Nate Hobbs either got injured or was replaced. It's not like they've got good DB's, so probs an injury. Hope he's alright. I didn't get to see the game. 

#nflverse #rstats https://t.co/fLfhFXJOlV"
"Tue Jan 10 22:32:33 +0000 2023","40782542","reinhardNFL","1612940483889889280","The first 18 picks in the draft are now set.

Here is how the draft order would have changed if each team would have flipped their Week 18 result.

Simulation: @nflseedR #nflverse https://t.co/xTrlfYMtRh"
"Sat Jan 14 18:16:25 +0000 2023","433649803","acealeam","1614325578487795713","FG % Over Expected vs Average FG Distance
#nflverse https://t.co/8r1bZQ9TOL"
"Mon Jan 09 02:16:46 +0000 2023","935526760023777280","BrunoHMioto","1612272137040977920","According to @ben_bot_baldwin,
Houston Texans had a 0,6% chance of converting 4&amp;12 (20%), 4&amp;20 (7%) and 2PAT (43%) all in this game!

#nflverse https://t.co/aorBaneboB"
"Thu Jan 12 16:13:30 +0000 2023","935526760023777280","BrunoHMioto","1613569869881950213","Here's the final 2022 NFL Regular season Time to Throw for each QB!

What's more impressive?
- Brady recorded the fastest time of his career this season! (W8 - 2.00s - #8 since 2016) 
- P.J.Walker recorder the fastest time overall since 2016! (W6 - 1.82s - #1)

#nflverse #ggplot2 https://t.co/ARcnshK67T"
"Sun Jan 15 16:44:49 +0000 2023","935526760023777280","BrunoHMioto","1614664917163859968","Trevor Lawrence had the worst 1st half of his career yesterday... But after a brilliant 2nd half by the Jaguars, he's now going to play on Divisional Round!

#nflverse #RStats #DUUUVAL https://t.co/lAP4DbAPK6"
"Mon Jan 16 20:59:03 +0000 2023","935526760023777280","BrunoHMioto","1615091283273613312","Daniel Jones is having a great season with Brian Daboll! 4 of his 5 best games happened this season (including WC game)!

#nflverse #RStats #TogetherBlue https://t.co/CKeNjOq3bn"
"Wed Jan 11 11:22:28 +0000 2023","1551486635367288832","cover2figuRes","1613134240283234305","NFL TEAM SEASON RECAP 🧵: 𝗡𝗘, 𝗡𝗬𝗝, 𝗖𝗟𝗘, 𝗣𝗜𝗧

Carrying over my season summaries to the NFL for those teams now on holidays 🌴☀️. Starting with the AFC East/North and will post others over the coming days.

#nflverse

𝗡𝗘:

1/ https://t.co/7ljN7sAzdf"
"Thu Jan 12 18:04:06 +0000 2023","1551486635367288832","cover2figuRes","1613597702226608128","NFL TEAM SEASON RECAP 🧵: 𝗛𝗢𝗨, 𝗜𝗡𝗗, 𝗧𝗘𝗡, 𝗗𝗘𝗡, 𝗟𝗩

Today is AFC South/West, so likely some ugly reading for these teams. 🙈

#nflverse

𝗛𝗢𝗨:

1/ https://t.co/HsAUFSipIw"
"Sun Jan 08 05:51:51 +0000 2023","1584640626892627973","sergiofidanli","1611963877000089601","Day 75: Used a #SQL query to get the biggest blowouts by season from 1999-2022, data courtesy of #nflverse

Unsurprisingly, home teams are responsible for the biggest blowouts

The largest one in the last 23 yrs was in 2009 when the Pats beat the Titans 59-0

#100DaysOfCode https://t.co/8dkFWj8xDN"
"Sun Jan 08 22:21:21 +0000 2023","2836111214","LeeSharpeNFL","1612212889972088832","Obviously the AFC matchups are now known:

(7) MIA @ (2) BUF
(6) BAL @ (3) CIN
(5) LAC @ (4) JAX

(1) KC (bye)

I'm not going to put the games on https://t.co/cLipOV1bnf or in the #nflverse games data until we have all the games and know the scheduled dates/times."
"Mon Jan 09 17:29:54 +0000 2023","3067061292","josephjefe","1612501933352443905","KC locked up a 1 seed with their dominating win over the LV. Here's the pillboxes for KC offense. KC starters needed to come out a couple drives before they did. Is Andy trying to make playoff opponents forget about JuJu? Toney's killing it in a limited role. 

#nflverse #rstats https://t.co/YsZRSx1YjE"
"Mon Jan 09 17:29:55 +0000 2023","3067061292","josephjefe","1612501939992023050","KC defense. Ummm...where's Josh Williams? Did he miss the game? Harris took his traditional 3rd drive of the game from Gay. DL Williams still getting solid run. Oddly, Chenal didn't get any snaps in garbage time. I know passing downs aren't his role, but still.

#nflverse #rstats https://t.co/SxuoFouOk1"
"Mon Jan 09 17:29:57 +0000 2023","3067061292","josephjefe","1612501946690330626","Here's LV's charts, for the absolute degenerates who need to see them. Lotta runs early. Lotta passes late. Nate Hobbs either got injured or was replaced. It's not like they've got good DB's, so probs an injury. Hope he's alright. I didn't get to see the game. 

#nflverse #rstats https://t.co/fLfhFXJOlV"
"Tue Jan 10 22:32:33 +0000 2023","40782542","reinhardNFL","1612940483889889280","The first 18 picks in the draft are now set.

Here is how the draft order would have changed if each team would have flipped their Week 18 result.

Simulation: @nflseedR #nflverse https://t.co/xTrlfYMtRh"
"Sat Jan 14 18:16:25 +0000 2023","433649803","acealeam","1614325578487795713","FG % Over Expected vs Average FG Distance
#nflverse https://t.co/8r1bZQ9TOL"
"Mon Jan 09 02:16:46 +0000 2023","935526760023777280","BrunoHMioto","1612272137040977920","According to @ben_bot_baldwin,
Houston Texans had a 0,6% chance of converting 4&amp;12 (20%), 4&amp;20 (7%) and 2PAT (43%) all in this game!

#nflverse https://t.co/aorBaneboB"
"Thu Jan 12 16:13:30 +0000 2023","935526760023777280","BrunoHMioto","1613569869881950213","Here's the final 2022 NFL Regular season Time to Throw for each QB!

What's more impressive?
- Brady recorded the fastest time of his career this season! (W8 - 2.00s - #8 since 2016) 
- P.J.Walker recorder the fastest time overall since 2016! (W6 - 1.82s - #1)

#nflverse #ggplot2 https://t.co/ARcnshK67T"
"Sun Jan 15 16:44:49 +0000 2023","935526760023777280","BrunoHMioto","1614664917163859968","Trevor Lawrence had the worst 1st half of his career yesterday... But after a brilliant 2nd half by the Jaguars, he's now going to play on Divisional Round!

#nflverse #RStats #DUUUVAL https://t.co/lAP4DbAPK6"
"Mon Jan 16 20:59:03 +0000 2023","935526760023777280","BrunoHMioto","1615091283273613312","Daniel Jones is having a great season with Brian Daboll! 4 of his 5 best games happened this season (including WC game)!

#nflverse #RStats #TogetherBlue https://t.co/CKeNjOq3bn"
"Wed Jan 11 11:22:28 +0000 2023","1551486635367288832","cover2figuRes","1613134240283234305","NFL TEAM SEASON RECAP 🧵: 𝗡𝗘, 𝗡𝗬𝗝, 𝗖𝗟𝗘, 𝗣𝗜𝗧

Carrying over my season summaries to the NFL for those teams now on holidays 🌴☀️. Starting with the AFC East/North and will post others over the coming days.

#nflverse

𝗡𝗘:

1/ https://t.co/7ljN7sAzdf"
"Thu Jan 12 18:04:06 +0000 2023","1551486635367288832","cover2figuRes","1613597702226608128","NFL TEAM SEASON RECAP 🧵: 𝗛𝗢𝗨, 𝗜𝗡𝗗, 𝗧𝗘𝗡, 𝗗𝗘𝗡, 𝗟𝗩

Today is AFC South/West, so likely some ugly reading for these teams. 🙈

#nflverse

𝗛𝗢𝗨:

1/ https://t.co/HsAUFSipIw"
"Sun Jan 08 05:51:51 +0000 2023","1584640626892627973","sergiofidanli","1611963877000089601","Day 75: Used a #SQL query to get the biggest blowouts by season from 1999-2022, data courtesy of #nflverse

Unsurprisingly, home teams are responsible for the biggest blowouts

The largest one in the last 23 yrs was in 2009 when the Pats beat the Titans 59-0

#100DaysOfCode https://t.co/8dkFWj8xDN"
"Sun Jan 08 22:21:21 +0000 2023","2836111214","LeeSharpeNFL","1612212889972088832","Obviously the AFC matchups are now known:

(7) MIA @ (2) BUF
(6) BAL @ (3) CIN
(5) LAC @ (4) JAX

(1) KC (bye)

I'm not going to put the games on https://t.co/cLipOV1bnf or in the #nflverse games data until we have all the games and know the scheduled dates/times."
"Mon Jan 09 17:29:54 +0000 2023","3067061292","josephjefe","1612501933352443905","KC locked up a 1 seed with their dominating win over the LV. Here's the pillboxes for KC offense. KC starters needed to come out a couple drives before they did. Is Andy trying to make playoff opponents forget about JuJu? Toney's killing it in a limited role. 

#nflverse #rstats https://t.co/YsZRSx1YjE"
"Mon Jan 09 17:29:55 +0000 2023","3067061292","josephjefe","1612501939992023050","KC defense. Ummm...where's Josh Williams? Did he miss the game? Harris took his traditional 3rd drive of the game from Gay. DL Williams still getting solid run. Oddly, Chenal didn't get any snaps in garbage time. I know passing downs aren't his role, but still.

#nflverse #rstats https://t.co/SxuoFouOk1"
